ID,Genome,infraspecific_name,ncbiid,superkingdom,phylum,class,order,family,genus,species
1282363.3,Asticcacaulis sp. YBE204,,1282363,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis sp. YBE204
1282876.3,alpha proteobacterium Mf 1.05b.01,,1282876,Bacteria,Proteobacteria,Alphaproteobacteria,,,,alpha proteobacterium Mf 1.05b.01
1283.108,Staphylococcus haemolyticus strain 135665,,1283,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
1283.165,Staphylococcus haemolyticus strain 21116,,1283,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
1283.208,Staphylococcus haemolyticus strain 589 SHAE,,1283,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
1283283.4,Frankia sp. Iso899,,1283283,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. Iso899
1283284.3,Tolumonas sp. BRL6-1,,1283284,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas lignilytica
1283287.3,Nocardioides sp. Iso805N,,1283287,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Iso805N
1283289.3,Pseudomonas sp. URMO17WK12:I3,,1283289,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. URMO17WK12:I3
1283299.3,Conexibacter woesei Iso977N,,1283299,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei
1283300.3,Methylohalobius crimeensis 10Ki,,1283300,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,Methylohalobius crimeensis
1283301.3,Streptomyces afghaniensis 772,,1283301,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces afghaniensis
1283330.3,Azotobacter vinelandii CA,,1283330,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii
1284223.3,Lactobacillus plantarum UCMA 3037,,1284223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
1284702.4,Clostridiales genomosp. BVAB3 str. S7-24-11,,1284702,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Mageeibacillus,Mageeibacillus indolicus
1284708.3,Clostridiales bacterium S7-1-4,,1284708,Bacteria,Firmicutes,Tissierellia,,,,Tissierellia bacterium S7-1-4
1284775.3,Prevotella sp. S7-1-8,,1284775,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. S7-1-8
1285583.3,Corynebacterium casei LMG S-19264,,1285583,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei
1285585.3,Megasphaera sp. BL7,,1285585,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp. BL7
1285586.5,Lysinibacillus sphaericus OT4b.31,,1285586,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus
1286084.3,Yersinia pseudotuberculosis B-6796,,1286084,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
1286106.3,Methylophaga lonarensis MPL,,1286106,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga lonarensis
1286171.3,Eubacterium acidaminophilum DSM 3953,,1286171,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium acidaminophilum
1286307.3,Staphylococcus pseudintermedius K7,,1286307,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius
1286528.3,Neorickettsia helminthoeca str. Oregon,,1286528,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia helminthoeca
1286631.3,Sphaerotilus natans subsp. natans DSM 6575,,1286631,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Sphaerotilus,Sphaerotilus natans
1286820.3,Clostridium methoxybenzovorans SR3,,1286820,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] methoxybenzovorans
1287727.3,Roseovarius azorensis strain DSM 100674,,1287727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius azorensis
128780.6,Stenotrophomonas acidaminiphila strain ZAC14D2  IMI4 2,,128780,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila
128785.3,Pseudoxanthomonas mexicana strain CCH9-G4,,128785,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas mexicana
1288.88,Staphylococcus xylosus strain C2a,,1288,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus
1288083.3,Streptomyces sp. TAA040,,1288083,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. TAA040
1288086.3,Salinispora arenicola CNS299,,1288086,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora arenicola
1288122.3,Edwardsiella tarda C07-087,,1288122,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida
1288294.3,Listeria monocytogenes QOC2,,1288294,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
1288410.3,Pseudomonas guariconensis strain LMG 27394,,1288410,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas guariconensis
1288484.3,Deinococcus wulumuqiensis R12,,1288484,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus wulumuqiensis
1288826.3,Marinobacter santoriniensis NKSG1,,1288826,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter santoriniensis
1288970.4,Magnetospira sp. QH-2,,1288970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,Magnetospira sp. QH-2
128944.3,Aerococcus urinaehominis strain CCUG42038B,,128944,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaehominis
1289589.3,Burkholderia pseudomallei str. MARAN,,1289589,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
1290393.3,Pasteurella multocida 671/90,,1290393,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida
1290553.3,Halocynthiibacter namhaensis RA2-3,,1290553,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,Halocynthiibacter namhaensis
1291001.3,Treponema pedis isoE1186,,1291001,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pedis
1291048.6,Thermoanaerobacter thermocopriae JCM 7501,,1291048,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter thermocopriae
1291052.4,Lactobacillus sharpeae JCM 1186 = DSM 20505,,1291052,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sharpeae
1291308.3,Leptospira interrogans serovar Jalna str. 2008720116,,1291308,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira interrogans
1291534.3,Gluconobacter thailandicus NBRC 3255,,1291534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter thailandicus
1291734.4,Lactobacillus nasuensis JCM 17158,,1291734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus nasuensis
1292020.3,Dietzia sp. UCD-THP,,1292020,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia sp. UCD-THP
1292021.4,Kocuria sp. UCD-OTCP,,1292021,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria sp. UCD-OTCP
1292022.3,Curtobacterium flaccumfaciens UCD-AKU,,1292022,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium flaccumfaciens
1292033.3,Mycoplasma putrefaciens Mput9231,,1292033,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma putrefaciens
1292038.3,Propionibacterium acnes PA2,,1292038,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
1292039.3,Propionibacterium acnes P6,,1292039,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
1292372.3,Propionibacterium avidum TM16,,1292372,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum
1292373.3,Propionibacterium granulosum TM11,,1292373,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
1293051.3,Afipia sp. OHSU II-uncloned,,1293051,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia sp. OHSU_II-uncloned
1293289.3,Campylobacter jejuni str. NCCP No. 15742,,1293289,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
1293573.3,Aquitalea pelogenes strain CCM 7557,,1293573,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea pelogenes
1293574.3,Acinetobacter baumannii 48055,,1293574,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
1293598.3,Lactobacillus saniviri JCM 17471 = DSM 24301,,1293598,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus saniviri
1293907.3,Bartonella bacilliformis CAR600-02,,1293907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis
1293913.3,Brucella ovis IntaBari-2009-88-4,,1293913,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella ovis
1294020.3,Desulfovibrio brasiliensis JCM 12178,,1294020,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio brasiliensis
1294021.5,Desulfosarcina cetonica JCM 12296,,1294021,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina cetonica
1294023.3,Syntrophomonas palmitatica JCM 14374,,1294023,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas palmitatica
1294025.3,Cellulosilyticum ruminicola JCM 14822,,1294025,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum ruminicola
1294261.13,Methylomonas koyamae JCM 16701,,1294261,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas koyamae
1294263.3,Clostridium straminisolvens JCM 21531,,1294263,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium straminisolvens
1294265.3,Bacillus boroniphilus JCM 21738,,1294265,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus boroniphilus
1294273.3,Roseibacterium elongatum DSM 19469,,1294273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,Roseibacterium elongatum
1294274.7,Streptococcus equinus JB1,,1294274,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus
1295.21,Staphylococcus schleiferi strain 5909-02,,1295,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus schleiferi
1295.22,Staphylococcus schleiferi strain 2142-05,,1295,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus schleiferi
1295.24,Staphylococcus schleiferi strain TSCC54,,1295,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus schleiferi
1295392.4,Photobacterium gaetbulicola AD005a,,1295392,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium gaetbulicola
1295726.3,Mycobacterium tuberculosis TKK 02 0010,,1295726,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
1296.23,Staphylococcus sciuri strain NS202,,1296,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri
1296.33,Staphylococcus sciuri strain SAP15-1,,1296,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri
1296415.3,Aquimarina sp. SW150,,1296415,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina pacifica
1296416.3,Aquimarina sp. XH134,,1296416,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina megaterium
1297534.3,Streptococcus sp. CECT 7746,,1297534,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis
1297579.6,Fusobacterium nucleatum CC53,,1297579,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
1297617.14,Intestinimonas butyriciproducens strain 27-5-10,,1297617,Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas butyriciproducens
1297617.3,Intestinimonas butyriciproducens ER1,,1297617,Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas butyriciproducens
1297617.4,Intestinimonas butyriciproducens strain af211,,1297617,Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas butyriciproducens
1297865.3,Bradyrhizobium sp. OHSU III,,1297865,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. OHSU_III
1298593.3,Thalassolituus oleivorans MIL-1,,1298593,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans
1298597.3,Dysgonomonas hofstadii JCM 17038,,1298597,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas hofstadii
1298598.3,Gracilibacillus boraciitolerans JCM 21714,,1298598,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus boraciitolerans
1298607.3,Psychrobacter sp. JCM 18902,,1298607,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. JCM 18902
1298608.3,Psychrobacter sp. JCM 18900,,1298608,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. JCM 18900
1298851.3,Thermosulfidibacter takaii ABI70S6,,1298851,Bacteria,Aquificae,Aquificae,Aquificales,,Thermosulfidibacter,Thermosulfidibacter takaii
1298855.4,Novosphingobium sp. B-7,,1298855,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. B-7
1298857.3,Solirubrobacter sp. URHD0082,,1298857,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter sp. URHD0082
1298861.3,Lysobacter sp. URHA0019,,1298861,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. URHA0019
1299321.3,Mycobacterium massiliense 1513,,1299321,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus
1299341.3,Flavobacterium urocaniciphilum strain DSM 27078,,1299341,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium urocaniciphilum
129961.4,Spirulina major PCC 6313,,129961,Bacteria,Cyanobacteria,,Spirulinales,Spirulinaceae,Spirulina,Spirulina major
1300143.4,Chryseobacterium oranimense G311,,1300143,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium oranimense
1300221.4,Lactobacillus plantarum DOMLa,,1300221,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
1300259.3,Alteromonas macleodii str. 'Ionian Sea UM4b',,1300259,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea
1300341.3,Croceitalea dokdonensis DOKDO 023,,1300341,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceitalea,Croceitalea dokdonensis
1300342.3,Dokdonella koreensis DS-123,,1300342,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella koreensis
1300343.3,Dokdonia donghaensis DSW-1,,1300343,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis
1300344.3,Isoptericola dokdonensis DS-3,,1300344,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,Isoptericola dokdonensis
1300345.3,Lysobacter dokdonensis DS-58,,1300345,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter dokdonensis
1300350.3,Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565,,1300350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter donghicola
1300914.3,Mucilaginibacter sp. PAMC 26640,,1300914,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. PAMC 26640
1301086.3,Bacillus sp. GeD10,,1301086,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. GeD10
1301100.3,Clostridium sp. 01,,1301100,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,[Clostridium] dakarense
1302.17,Streptococcus gordonii strain 1116 SGOR,,1302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii
1302151.3,Caloranaerobacter sp. TR13,,1302151,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloranaerobacter,Caloranaerobacter sp. TR13
1302649.3,Tetragenococcus muriaticus PMC-11-5,,1302649,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus muriaticus
1302685.4,Chryseobacterium takakiae strain DSM 26898,,1302685,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium takakiae
1302687.4,Chryseobacterium polytrichastri strain DSM 26899,,1302687,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium polytrichastri
1302689.3,Mucilaginibacter polytrichastri strain DSM 26907,,1302689,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter polytrichastri
1302690.4,Cnuella takakiae strain DSM 26897,,1302690,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Cnuella,Cnuella takakiae
1303.137,Streptococcus oralis strain CCUG 13229,,1303,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis
1303256.4,Sphingobium sp. DC-2,,1303256,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. DC-2
13035.3,Dactylococcopsis salina PCC 8305,,13035,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina
1303518.3,Chthonomonas calidirosea T49,,1303518,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas calidirosea
1303690.4,Rhodococcus pyridinivorans JCM 10940 = NBRC 100608,,1303690,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans
1303921.3,endosymbiont of Bathymodiolus septemdierum str. Myojin knoll,,1303921,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Bathymodiolus septemdierum thioautotrophic gill symbiont
1304.155,Streptococcus salivarius strain NU10,,1304,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1304.156,Streptococcus salivarius strain YU10,,1304,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1304.173,Streptococcus salivarius strain NCTC 8618,,1304,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1304275.5,Salinisphaera hydrothermalis C41B8,,1304275,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera hydrothermalis
1304281.5,Chryseobacterium koreense CCUG 49689,,1304281,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium koreense
1304284.3,Clostridiaceae bacterium L21-TH-D2,,1304284,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caldisalinibacter,Caldisalinibacter kiritimatiensis
1304865.3,Cellulomonas sp. KRMCY2,,1304865,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. KRMCY2
1304866.3,Clostridium sp. ASBs410,,1304866,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. ASBs410
1304874.3,Aminiphilus circumscriptus DSM 16581,,1304874,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminiphilus,Aminiphilus circumscriptus
1304875.3,Aminobacterium mobile DSM 12262,,1304875,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium mobile
1304876.3,Arthrobacter nicotinovorans 231Sha2.1M6,,1304876,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans
1304881.3,Clostridium indolis DSM 755,,1304881,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] indolis
1304882.4,Cupriavidus necator A5-1,,1304882,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
1304883.3,Dechloromonas agitata is5,,1304883,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas agitata
1304885.3,Desulforegula conservatrix Mb1Pa,,1304885,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulforegula,Desulforegula conservatrix
1304886.3,Desulfotignum balticum DSM 7044,,1304886,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,Desulfotignum balticum
1304888.3,Geovibrio thiophilus L21-Ace-BES,,1304888,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,Geovibrio sp. L21-Ace-BES
1304892.4,Xanthomonas axonopodis Xac29-1,,1304892,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas axonopodis
1305617.3,Porphyromonas crevioricanis JCM 15906,,1305617,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas crevioricanis
1305675.3,Bacillus solimangrovi strain GH2-4,,1305675,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus solimangrovi
1305731.4,Marinobacter excellens HL-55,,1305731,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter excellens
1305732.3,Microbacterium sp. KROCY2,,1305732,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. KROCY2
1305735.4,Oceanicola sp. HL-35,,1305735,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola sp. HL-35
1306409.3,Clostridium butyricum DKU-01,,1306409,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum
1306519.4,Flavobacterium sp. PK15,,1306519,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium commune
1306948.3,Xanthomonas arboricola pv. corylina str. NCCB 100457,,1306948,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas arboricola
1307.1439,Streptococcus suis strain GD-0063,,1307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
1307436.3,Bacillus firmus DS1,,1307436,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus firmus
1307444.5,Fusobacterium hwasookii ChDC F300,,1307444,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hwasookii
1307759.4,Desulfovibrio sp. L21-Syr-AB,,1307759,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. L21-Syr-AB
